  1.00e-01  1.04e-01  1.08e-01  1.13e-01  1.17e-01  1.22e-01  1.27e-01  1.33e-01
  1.38e-01  1.44e-01  1.49e-01  1.56e-01  1.62e-01  1.69e-01  1.76e-01  1.83e-01
  1.90e-01  1.98e-01  2.06e-01  2.15e-01  2.23e-01  2.33e-01  2.42e-01  2.52e-01
  2.62e-01  2.73e-01  2.84e-01  2.96e-01  3.08e-01  3.21e-01  3.34e-01  3.48e-01
  3.62e-01  3.77e-01  3.92e-01  4.09e-01  4.25e-01  4.43e-01  4.61e-01  4.80e-01
  5.00e-01  5.20e-01  5.41e-01  5.64e-01  5.87e-01  6.11e-01  6.36e-01  6.62e-01
  6.89e-01  7.17e-01  7.47e-01  7.77e-01  8.09e-01  8.42e-01  8.77e-01  9.13e-01
  9.51e-01  9.90e-01  1.03e+00  1.07e+00  1.12e+00  1.16e+00  1.21e+00  1.26e+00
  1.31e+00  1.36e+00  1.42e+00  1.48e+00  1.54e+00  1.60e+00  1.67e+00  1.74e+00
  1.81e+00  1.88e+00  1.96e+00  2.04e+00  2.12e+00  2.21e+00  2.30e+00  2.40e+00
  2.50e+00  2.60e+00  2.70e+00  2.81e+00  2.93e+00  3.05e+00  3.18e+00  3.31e+00
  3.44e+00  3.58e+00  3.73e+00  3.88e+00  4.04e+00  4.21e+00  4.38e+00  4.56e+00
  4.75e+00  4.94e+00  5.15e+00  5.36e+00  5.58e+00  5.81e+00  6.04e+00  6.29e+00
  6.55e+00  6.82e+00  7.10e+00  7.39e+00  7.69e+00  8.01e+00  8.34e+00  8.68e+00
  9.03e+00  9.41e+00  9.79e+00  1.02e+01  1.06e+01  1.10e+01  1.15e+01  1.20e+01
  1.25e+01  1.30e+01  1.35e+01  1.41e+01  1.46e+01  1.52e+01  1.59e+01  1.65e+01
  1.72e+01  1.79e+01  1.86e+01  1.94e+01  2.02e+01  2.10e+01  2.19e+01  2.28e+01  
  2.37e+01  2.47e+01  2.57e+01  2.68e+01  2.79e+01  2.90e+01  3.02e+01  3.14e+01  
  3.27e+01  3.41e+01  3.55e+01  3.69e+01  3.84e+01  4.00e+01         0         0
  12.80324  12.86700  12.93535  13.01234  13.09215  13.17548  13.26315  13.35617
  13.45574  13.56329  13.67940  13.80277  13.93477  14.07668  14.22991  14.39591
  14.57615  14.77211  14.96723  15.16944  15.38414  15.61174  15.85256  16.10681
  16.37465  16.65582  16.91378  17.18099  17.45757  17.74371  18.03966  18.34581
  18.66265  18.97979  19.27500  19.57823  19.88988  20.21045  20.54044  20.88044
  21.23111  21.56930  21.89327  22.22528  22.56576  22.91521  23.27420  23.64340
  24.02362  24.37905  24.73192  25.09428  25.46723  25.85217  26.25097  26.66601
  27.10005  27.50674  27.93451  28.38799  28.87282  29.39562  29.96365  30.58408
  31.24618  31.91397  32.63060  33.39223  34.19143  35.01780  35.85852  36.69966
  37.49579  38.23867  38.95218  39.63132  40.27385  40.87989  41.45161  41.99279
  42.47987  42.93789  43.38087  43.81406  44.24337  44.67533  45.11716  45.57622
  46.01048  46.46581  46.94602  47.45339  47.98809  48.54810  49.12923  49.71021
  50.25287  50.79873  51.34589  51.89410  52.44477  53.00073  53.56564  54.11585
  54.65208  55.20145  55.76325  56.33474  56.91121  57.48635  58.05314  58.57256
  59.06345  59.53317  59.97946  60.40141  60.79925  61.17429  61.52863  61.83988
  62.13704  62.42287  62.70049  62.97321  63.24459  63.51832  63.79139  64.05131
  64.31924  64.59715  64.88646  65.18786  65.50110  65.82487  66.13985  66.44164
  66.74397  67.04401  67.33893  67.62621  67.90366  68.16960  68.40459  68.62215
  68.82841  69.02346  69.20750  69.38090  69.54413  69.69768         0         0
