 
0	63427.7	   
1	132033.0	   
2	209704.2	   
3	308103.8	   
4	416182.1	   
5	522405.3	   
6	984077.1	   
7	1138854.9	   
8	1292100.2	   
9	1443732.5	   
10	1684892.2	   
11	1867980.1	   
12	2082523.6	   
13	2344653.8	   
14	2623721.6	   
15	2918920.5	   
16	3128624.7	   
17	3393174.5	   
18	3727088.1	   
19	4053742.6	   
20	4382816.8	   
21	4794966.2	   
22	5167594.3	   
23	5529737.3	   
24	5920916.2	   
25	6326613.1	   
26	6721824.7	   
27	7108970.9	   
28	9131809.4	   
29	9516535.9	   
30	9923845.9	   
31	10351320.0	   
32	10768308.0	   
33	11184490.0	   
34	11774888.0	   
35	12198329.4	   
36	12655645.8	   
37	13079893.0	   
38	14758333.2	   
39	15187420.2	   
40	15651995.5	   
41	16089148.0	   
42	17334468.0	   
43	17824853.0	   
44	18990324.0	   
45	19471030.8	   
46	32721913.8	   
47	33713975.7	   
48	34754431.0	   
49	35859411.0	   
50	36924062.0	   
51	37980649.0	   
52	39738937.0	   
53	40835851.0	   
54	42013421.0	   
55	43134531.6	   
56	46126848.6	   
57	47102779.5	   
58	48151300.3	   
59	49143362.2	   
60	53200331.0	   
61	54321442.0	   
62	56458811.0	   
63	57507332.0	   
64	125548264.7	   
65	128209890.0	   
66	131081230.0	   
67	133791250.0	   
68	149019000.0	   
69	152212954.6	   
70	156165070.0	   
71	158818640.0	   
72	638637873.8	   
73	651337880.0	 
