%*****************************
%          -----------------------
%********* PECs Fe XV .threshold 1.e4
%          -----------------------
1)Emissivity for levels 2<-11 (s1p10100<-s1d10102) Wavelength 224.7540 (A)
  n_e	                      T_e  (eV) 
  n_e	                       T_e  (eV) 
106.317        200       400       600       800      1200      1500    
1800      2000
1.0e12	    2.09e+00  2.34e+00  2.50e+00  2.57e+00  2.54e+00  2.52e+00  
2.44e+00  2.34e+00
3.0e12	    1.59e+01  1.67e+01  1.69e+01  1.68e+01  1.61e+01  1.58e+01  
1.51e+01  1.43e+01
6.0e12	    5.51e+01  5.73e+01  5.70e+01  5.61e+01  5.29e+01  5.16e+01  
4.94e+01  4.66e+01
1.0e13	    1.32e+02  1.37e+02  1.35e+02  1.32e+02  1.24e+02  1.21e+02  
1.16e+02  1.09e+02
3.0e13	    7.06e+02  7.33e+02  7.18e+02  6.97e+02  6.53e+02  6.35e+02  
6.09e+02  5.79e+02
6.0e13	    1.74e+03  1.81e+03  1.77e+03  1.72e+03  1.61e+03  1.57e+03  
1.51e+03  1.44e+03
1.0e14	    3.16e+03  3.30e+03  3.23e+03  3.13e+03  2.94e+03  2.86e+03  
2.75e+03  2.64e+03
3.0e14	    1.00e+04  1.05e+04  1.03e+04  1.00e+04  9.48e+03  9.23e+03  
8.91e+03  8.56e+03
6)Emissivity for levels 1<-6 (g2p40204<-2sp50104) Wavelength 108.3550 (A)
  n_e	                        T_e  (eV)
108.355          200       400       600       800      1200      1500
1800      2000
1.0e12	     2.25e+02  2.40e+02  2.40e+02  2.37e+02  2.28e+02  2.25e+02
2.18e+02  2.10e+02
3.0e12	     6.66e+02  7.09e+02  7.10e+02  7.01e+02  6.75e+02  6.65e+02
6.46e+02  6.23e+02
6.0e12	     1.31e+03  1.39e+03  1.40e+03  1.38e+03  1.33e+03  1.31e+03
1.27e+03  1.22e+03
1.0e13	     2.13e+03  2.27e+03  2.28e+03  2.25e+03  2.17e+03  2.14e+03
2.08e+03  2.00e+03
3.0e13	     5.96e+03  6.36e+03  6.38e+03  6.30e+03  6.08e+03  5.99e+03
5.83e+03  5.62e+03
6.0e13	     1.12e+04  1.20e+04  1.21e+04  1.19e+04  1.15e+04  1.14e+04
1.11e+04  1.07e+04
1.0e14	     1.79e+04  1.92e+04  1.93e+04  1.91e+04  1.85e+04  1.82e+04
1.77e+04  1.71e+04
3.0e14	     4.91e+04  5.30e+04  5.37e+04  5.33e+04  5.17e+04  5.10e+04
4.97e+04  4.79e+04
7) Emissivity for levels 2<-7 (g2p40200<-2sp50102) Wavelength 109.9520 (A)
  n_e	                       T_e  (eV) 
109.952        200       400       600       800      1200      1500      
1800      2000
1.0e12	    4.19e+01  4.45e+01  4.41e+01  4.31e+01  4.11e+01  4.04e+01  
3.91e+01  3.77e+01
3.0e12	    1.25e+02  1.32e+02  1.31e+02  1.28e+02  1.22e+02  1.20e+02  
1.16e+02  1.12e+02
6.0e12	    2.46e+02  2.62e+02  2.59e+02  2.54e+02  2.42e+02  2.38e+02  
2.30e+02  2.22e+02
1.0e13	    4.04e+02  4.30e+02  4.26e+02  4.17e+02  3.98e+02  3.91e+02  
3.79e+02  3.65e+02
3.0e13	    1.15e+03  1.22e+03  1.22e+03  1.19e+03  1.14e+03  1.12e+03  
1.08e+03  1.04e+03
6.0e13	    2.19e+03  2.34e+03  2.33e+03  2.28e+03  2.18e+03  2.15e+03  
2.08e+03  2.00e+03
1.0e14	    3.51e+03  3.76e+03  3.75e+03  3.68e+03  3.52e+03  3.47e+03  
3.37e+03  3.24e+03
3.0e14	    9.74e+03  1.05e+04  1.05e+04  1.04e+04  9.98e+03  9.85e+03  
9.56e+03  9.19e+03
8)Emissivity for levels 3<-7 (g2p40102<-2sp50102) Wavelength 111.6950 (A)
  n_e	                       T_e  (eV) 
111.695        200       400       600       800      1200      1500      
1800      2000
1.0e12	    3.30e+01  3.50e+01  3.47e+01  3.40e+01  3.24e+01  3.18e+01  
3.08e+01  2.97e+01
3.0e12	    9.82e+01  1.04e+02  1.03e+02  1.01e+02  9.64e+01  9.47e+01  
9.18e+01  8.83e+01
6.0e12	    1.94e+02  2.06e+02  2.04e+02  2.00e+02  1.91e+02  1.87e+02  
1.82e+02  1.75e+02
1.0e13	    3.19e+02  3.39e+02  3.36e+02  3.28e+02  3.14e+02  3.08e+02  
2.99e+02  2.87e+02
3.0e13	    9.06e+02  9.65e+02  9.58e+02  9.38e+02  8.96e+02  8.81e+02  
8.55e+02  8.22e+02
6.0e13	    1.73e+03  1.84e+03  1.83e+03  1.80e+03  1.72e+03  1.69e+03  
1.64e+03  1.58e+03
1.0e14	    2.76e+03  2.96e+03  2.95e+03  2.90e+03  2.77e+03  2.73e+03  
2.65e+03  2.55e+03
3.0e14	    7.68e+03  8.27e+03  8.29e+03  8.17e+03  7.86e+03  7.76e+03  
7.53e+03  7.24e+03
9)Emissivity for levels 3<-6 (g2p40102<-2sp50104) Wavelength 119.9830 (A)
  n_e	                        T_e  (eV)
119.983          200       400       600       800      1200      1500
1800      2000
1.0e12	     6.09e+01  6.48e+01  6.49e+01  6.41e+01  6.17e+01  6.08e+01
5.91e+01  5.69e+01
3.0e12	     1.80e+02  1.92e+02  1.92e+02  1.90e+02  1.83e+02  1.80e+02
1.75e+02  1.68e+02
6.0e12	     3.54e+02  3.76e+02  3.77e+02  3.72e+02  3.59e+02  3.54e+02
3.44e+02  3.31e+02
1.0e13	     5.77e+02  6.15e+02  6.16e+02  6.08e+02  5.86e+02  5.78e+02
5.62e+02  5.42e+02
3.0e13	     1.61e+03  1.72e+03  1.73e+03  1.70e+03  1.64e+03  1.62e+03
1.58e+03  1.52e+03
6.0e13	     3.04e+03  3.25e+03  3.26e+03  3.23e+03  3.12e+03  3.07e+03
2.99e+03  2.89e+03
1.0e14	     4.83e+03  5.18e+03  5.22e+03  5.16e+03  4.99e+03  4.93e+03
4.80e+03  4.62e+03
3.0e14	     1.33e+04  1.43e+04  1.45e+04  1.44e+04  1.40e+04  1.38e+04
1.34e+04  1.30e+04
10) Emissivity for levels 4<-6 (g2p40104<-2sp50104) Wavelength 132.6190 (A)
  n_e	                       T_e  (eV) 
132.62      200       400       600       800      1200      1500      
1800      2000
1.0e12	    1.25e+01  1.33e+01  1.33e+01  1.32e+01  1.27e+01  1.25e+01   
1.21e+01  1.17e+01
3.0e12	    3.70e+01  3.94e+01  3.95e+01  3.90e+01  3.75e+01  3.70e+01   
3.60e+01  3.46e+01
6.0e12	    7.27e+01  7.74e+01  7.76e+01  7.66e+01  7.38e+01  7.27e+01 
 7.07e+01  6.81e+01
1.0e13	    1.19e+02  1.26e+02  1.27e+02  1.25e+02  1.20e+02  1.19e+02 
 1.16e+02  1.11e+02
3.0e13	    3.31e+02  3.54e+02  3.55e+02  3.50e+02  3.38e+02  3.33e+02 
 3.24e+02  3.13e+02
6.0e13	    6.24e+02  6.68e+02  6.71e+02  6.63e+02  6.41e+02  6.32e+02  
6.15e+02  5.93e+02
1.0e14	    9.93e+02  1.06e+03  1.07e+03  1.06e+03  1.03e+03  1.01e+03  
9.86e+02  9.51e+02
3.0e14	    2.73e+03  2.94e+03  2.98e+03  2.96e+03  2.87e+03  2.84e+03  
2.76e+03  2.66e+03
%*****************************
%*********PECsfexx.
1)Emissivity for levels 2<-12 (g2p30103<-2sp40103) Wavelength 90.5953 (A)
  n_e	                       T_e  (eV) 
90.59        200       400       600       800      1200      1600      2000      2500
1.0e12	    3.19e+00  3.45e+00  3.45e+00  3.38e+00  3.22e+00  3.11e+00  2.96e+00  2.71e+00
3.0e12	    1.38e+01  1.47e+01  1.46e+01  1.44e+01  1.37e+01  1.33e+01  1.26e+01  1.16e+01
6.0e12	    3.47e+01  3.67e+01  3.65e+01  3.58e+01  3.41e+01  3.31e+01  3.15e+01  2.90e+01
1.0e13	    6.74e+01  7.11e+01  7.06e+01  6.92e+01  6.59e+01  6.40e+01  6.10e+01  5.61e+01
3.0e13	    2.70e+02  2.83e+02  2.79e+02  2.73e+02  2.59e+02  2.52e+02  2.40e+02  2.21e+02
6.0e13	    6.40e+02  6.68e+02  6.55e+02  6.36e+02  6.02e+02  5.84e+02  5.57e+02  5.14e+02
1.0e14	    1.20e+03  1.25e+03  1.22e+03  1.18e+03  1.11e+03  1.08e+03  1.02e+03  9.45e+02
3.0e14	    4.36e+03  4.54e+03  4.38e+03  4.21e+03  3.94e+03  3.80e+03  3.62e+03  3.34e+03
2)Emissivity for levels 3<-12 (g2p30105<-2sp40103) Wavelength 93.7822 (A)
  n_e	                       T_e  (eV) 
93.78        200       400       600       800      1200      1600      2000      2500
1.0e12	    1.82e+01  1.97e+01  1.97e+01  1.93e+01  1.84e+01  1.78e+01  1.69e+01  1.55e+01
3.0e12	    7.88e+01  8.39e+01  8.37e+01  8.21e+01  7.82e+01  7.57e+01  7.20e+01  6.60e+01
6.0e12	    1.98e+02  2.10e+02  2.09e+02  2.05e+02  1.95e+02  1.89e+02  1.80e+02  1.65e+02
1.0e13	    3.85e+02  4.06e+02  4.03e+02  3.95e+02  3.76e+02  3.66e+02  3.48e+02  3.20e+02
3.0e13	    1.54e+03  1.62e+03  1.60e+03  1.56e+03  1.48e+03  1.44e+03  1.37e+03  1.26e+03
6.0e13	    3.66e+03  3.82e+03  3.74e+03  3.64e+03  3.44e+03  3.34e+03  3.18e+03  2.94e+03
1.0e14	    6.83e+03  7.12e+03  6.94e+03  6.72e+03  6.34e+03  6.14e+03  5.85e+03  5.40e+03
3.0e14	    2.49e+04  2.59e+04  2.50e+04  2.40e+04  2.25e+04  2.17e+04  2.07e+04  1.91e+04
3)Emissivity for levels 2<-11 (g2p30103<-2sp40201) Wavelength 94.6396 (A)
  n_e	                       T_e  (eV) 
94.64        200       400       600       800      1200      1600      2000      2500
1.0e12	    0.00e+00  0.00e+00  0.00e+00  1.87e+00  2.01e+00  2.06e+00  2.04e+00  1.99e+00
3.0e12	    5.79e+00  6.53e+00  7.09e+00  7.44e+00  7.72e+00  7.81e+00  7.67e+00  7.32e+00
6.0e12	    1.72e+01  1.86e+01  1.95e+01  2.00e+01  2.03e+01  2.03e+01  1.97e+01  1.85e+01
1.0e13	    4.01e+01  4.22e+01  4.33e+01  4.37e+01  4.35e+01  4.31e+01  4.16e+01  3.87e+01
3.0e13	    2.44e+02  2.50e+02  2.48e+02  2.44e+02  2.35e+02  2.30e+02  2.20e+02  2.03e+02
6.0e13	    7.04e+02  7.16e+02  7.01e+02  6.84e+02  6.52e+02  6.34e+02  6.05e+02  5.57e+02
1.0e14	    1.44e+03  1.47e+03  1.43e+03  1.39e+03  1.31e+03  1.28e+03  1.22e+03  1.12e+03
3.0e14	    5.67e+03  5.80e+03  5.59e+03  5.39e+03  5.08e+03  4.92e+03  4.70e+03  4.36e+03
4)Emissivity for levels 4<-12 (g2p30101<-2sp40103) Wavelength 101.8160 (A)
  n_e	                       T_e  (eV) 
101.816        200       400       600       800      1200      1600      2000      2500
1.0e12	    2.23e+00  2.41e+00  2.41e+00  2.37e+00  2.25e+00  2.18e+00  2.07e+00  1.90e+00
3.0e12	    9.64e+00  1.03e+01  1.02e+01  1.00e+01  9.56e+00  9.27e+00  8.80e+00  8.07e+00
6.0e12	    2.43e+01  2.57e+01  2.55e+01  2.51e+01  2.39e+01  2.32e+01  2.20e+01  2.02e+01
1.0e13	    4.71e+01  4.97e+01  4.93e+01  4.83e+01  4.61e+01  4.47e+01  4.26e+01  3.92e+01
3.0e13	    1.89e+02  1.98e+02  1.95e+02  1.91e+02  1.81e+02  1.76e+02  1.68e+02  1.55e+02
6.0e13	    4.47e+02  4.67e+02  4.58e+02  4.45e+02  4.21e+02  4.08e+02  3.90e+02  3.59e+02
1.0e14	    8.36e+02  8.71e+02  8.50e+02  8.22e+02  7.75e+02  7.51e+02  7.16e+02  6.60e+02
3.0e14	    3.05e+03  3.17e+03  3.06e+03  2.94e+03  2.75e+03  2.66e+03  2.53e+03  2.34e+03
5)Emissivity for levels 4<-11 (g2p30101<-2sp40201) Wavelength 106.9530 (A)
  n_e	                       T_e  (eV) 
106.953        200       400       600       800      1200      1600      2000      2500
1.0e12	    0.00e+00  0.00e+00  0.00e+00  1.77e+00  1.90e+00  1.95e+00  1.94e+00  1.88e+00
3.0e12	    5.48e+00  6.18e+00  6.71e+00  7.04e+00  7.31e+00  7.39e+00  7.26e+00  6.93e+00
6.0e12	    1.63e+01  1.76e+01  1.85e+01  1.90e+01  1.92e+01  1.92e+01  1.86e+01  1.75e+01
1.0e13	    3.79e+01  3.99e+01  4.10e+01  4.14e+01  4.11e+01  4.08e+01  3.94e+01  3.67e+01
3.0e13	    2.31e+02  2.36e+02  2.34e+02  2.31e+02  2.23e+02  2.18e+02  2.08e+02  1.92e+02
6.0e13	    6.66e+02  6.78e+02  6.64e+02  6.48e+02  6.17e+02  6.01e+02  5.73e+02  5.27e+02
1.0e14	    1.37e+03  1.39e+03  1.35e+03  1.31e+03  1.24e+03  1.21e+03  1.15e+03  1.06e+03
3.0e14	    5.37e+03  5.49e+03  5.30e+03  5.10e+03  4.81e+03  4.66e+03  4.45e+03  4.13e+03
6)Emissivity for levels 5<-12 (g2p30003<-2sp40103) Wavelength 108.8030 (A)
  n_e	                       T_e  (eV) 
108.803        200       400       600       800      1200      1600      2000      2500
1.0e12	    3.00e+00  3.25e+00  3.25e+00  3.19e+00  3.03e+00  2.93e+00  2.78e+00  2.55e+00
3.0e12	    1.30e+01  1.38e+01  1.38e+01  1.35e+01  1.29e+01  1.25e+01  1.19e+01  1.09e+01
6.0e12	    3.27e+01  3.46e+01  3.44e+01  3.37e+01  3.21e+01  3.12e+01  2.97e+01  2.73e+01
1.0e13	    6.35e+01  6.69e+01  6.64e+01  6.51e+01  6.20e+01  6.02e+01  5.74e+01  5.28e+01
3.0e13	    2.54e+02  2.67e+02  2.63e+02  2.57e+02  2.44e+02  2.37e+02  2.26e+02  2.08e+02
6.0e13	    6.02e+02  6.29e+02  6.16e+02  5.99e+02  5.67e+02  5.50e+02  5.25e+02  4.84e+02
1.0e14	    1.13e+03  1.17e+03  1.14e+03  1.11e+03  1.04e+03  1.01e+03  9.65e+02  8.90e+02
3.0e14	    4.11e+03  4.27e+03  4.12e+03  3.96e+03  3.70e+03  3.58e+03  3.41e+03  3.15e+03
7)Emissivity for levels 2<-9 (g2p30103<-2sp40203) Wavelength 110.6260 (A)
  n_e	                       T_e  (eV) 
110.626        200       400       600       800      1200      1600      2000      2500
1.0e12	    1.06e+01  1.16e+01  1.21e+01  1.22e+01  1.22e+01  1.22e+01  1.18e+01  1.12e+01
3.0e12	    4.41e+01  4.65e+01  4.76e+01  4.79e+01  4.74e+01  4.69e+01  4.54e+01  4.25e+01
6.0e12	    1.22e+02  1.25e+02  1.26e+02  1.26e+02  1.23e+02  1.21e+02  1.17e+02  1.09e+02
1.0e13	    2.66e+02  2.68e+02  2.68e+02  2.66e+02  2.59e+02  2.54e+02  2.44e+02  2.26e+02
3.0e13	    1.42e+03  1.41e+03  1.38e+03  1.35e+03  1.30e+03  1.26e+03  1.21e+03  1.12e+03
6.0e13	    3.78e+03  3.73e+03  3.63e+03  3.53e+03  3.36e+03  3.26e+03  3.12e+03  2.88e+03
1.0e14	    7.33e+03  7.23e+03  7.00e+03  6.78e+03  6.42e+03  6.23e+03  5.96e+03  5.53e+03
3.0e14	    2.61e+04  2.60e+04  2.49e+04  2.40e+04  2.26e+04  2.19e+04  2.10e+04  1.96e+04
8)Emissivity for levels 3<-10 (g2p30105<-2sp40105) Wavelength 113.3490 (A)
  n_e	                       T_e  (eV) 
113.349        200       400       600       800      1200      1600      2000      2500
1.0e12	    8.60e+00  9.58e+00  1.09e+01  1.18e+01  1.26e+01  1.29e+01  1.27e+01  1.22e+01
3.0e12	    5.54e+01  5.79e+01  6.17e+01  6.41e+01  6.57e+01  6.57e+01  6.40e+01  6.05e+01
6.0e12	    1.59e+02  1.64e+02  1.71e+02  1.75e+02  1.77e+02  1.75e+02  1.70e+02  1.61e+02
1.0e13	    3.26e+02  3.34e+02  3.45e+02  3.50e+02  3.52e+02  3.48e+02  3.38e+02  3.19e+02
3.0e13	    1.39e+03  1.41e+03  1.43e+03  1.44e+03  1.42e+03  1.40e+03  1.36e+03  1.28e+03
6.0e13	    3.37e+03  3.40e+03  3.42e+03  3.40e+03  3.33e+03  3.27e+03  3.16e+03  2.98e+03
1.0e14	    6.45e+03  6.48e+03  6.45e+03  6.38e+03  6.21e+03  6.08e+03  5.86e+03  5.51e+03
3.0e14	    2.48e+04  2.48e+04  2.43e+04  2.37e+04  2.28e+04  2.22e+04  2.13e+04  2.00e+04
9)Emissivity for levels 1<-8 (g2p30203<-2sp40101) Wavelength 118.6610 (A)
  n_e	                       T_e  (eV) 
118.661        200       400       600       800      1200      1600      2000      2500
1.0e12	    1.26e+02  1.27e+02  1.23e+02  1.18e+02  1.11e+02  1.08e+02  1.03e+02  9.60e+01
3.0e12	    3.58e+02  3.62e+02  3.50e+02  3.38e+02  3.18e+02  3.07e+02  2.94e+02  2.74e+02
6.0e12	    6.82e+02  6.91e+02  6.68e+02  6.44e+02  6.04e+02  5.84e+02  5.59e+02  5.22e+02
1.0e13	    1.08e+03  1.10e+03  1.06e+03  1.03e+03  9.63e+02  9.29e+02  8.90e+02  8.31e+02
3.0e13	    2.82e+03  2.89e+03  2.80e+03  2.70e+03  2.53e+03  2.44e+03  2.34e+03  2.19e+03
6.0e13	    4.99e+03  5.15e+03  5.01e+03  4.84e+03  4.54e+03  4.38e+03  4.20e+03  3.94e+03
1.0e14	    7.50e+03  7.78e+03  7.60e+03  7.37e+03  6.93e+03  6.69e+03  6.42e+03  6.01e+03
3.0e14	    1.79e+04  1.88e+04  1.86e+04  1.82e+04  1.73e+04  1.67e+04  1.60e+04  1.50e+04
10)Emissivity for levels 1<-7 (g2p30203<-2sp40103) Wavelength 121.8290 (A)
  n_e	                       T_e  (eV) 
121.83        200       400       600       800      1200      1600      2000      2500
1.0e12	    2.58e+02  2.58e+02  2.49e+02  2.40e+02  2.25e+02  2.16e+02  2.07e+02  1.93e+02
3.0e12	    7.35e+02  7.38e+02  7.12e+02  6.85e+02  6.42e+02  6.18e+02  5.91e+02  5.51e+02
6.0e12	    1.40e+03  1.41e+03  1.36e+03  1.31e+03  1.22e+03  1.18e+03  1.13e+03  1.05e+03
1.0e13	    2.22e+03  2.25e+03  2.16e+03  2.08e+03  1.95e+03  1.88e+03  1.80e+03  1.68e+03
3.0e13	    5.79e+03  5.89e+03  5.69e+03  5.48e+03  5.13e+03  4.94e+03  4.73e+03  4.42e+03
6.0e13	    1.02e+04  1.05e+04  1.02e+04  9.82e+03  9.20e+03  8.86e+03  8.50e+03  7.95e+03
1.0e14	    1.53e+04  1.58e+04  1.54e+04  1.49e+04  1.40e+04  1.35e+04  1.30e+04  1.22e+04
3.0e14	    3.66e+04  3.82e+04  3.78e+04  3.69e+04  3.50e+04  3.39e+04  3.25e+04  3.05e+04
11)Emissivity for levels 1<-6 (g2p30203<-2sp40205) Wavelength 132.8500 (A)
  n_e	                       T_e  (eV) 
132.85        200       400       600       800      1200      1600      2000      2500
1.0e12	    3.68e+02  3.63e+02  3.51e+02  3.38e+02  3.18e+02  3.05e+02  2.92e+02  2.73e+02
3.0e12	    1.05e+03  1.04e+03  1.00e+03  9.69e+02  9.10e+02  8.74e+02  8.36e+02  7.83e+02
6.0e12	    2.01e+03  1.99e+03  1.92e+03  1.85e+03  1.74e+03  1.67e+03  1.60e+03  1.50e+03
1.0e13	    3.20e+03  3.18e+03  3.07e+03  2.96e+03  2.78e+03  2.66e+03  2.55e+03  2.39e+03
3.0e13	    8.37e+03  8.40e+03  8.13e+03  7.85e+03  7.36e+03  7.07e+03  6.78e+03  6.36e+03
6.0e13	    1.49e+04  1.50e+04  1.46e+04  1.41e+04  1.33e+04  1.28e+04  1.23e+04  1.15e+04
1.0e14	    2.24e+04  2.28e+04  2.23e+04  2.16e+04  2.04e+04  1.96e+04  1.88e+04  1.77e+04
3.0e14	    5.39e+04  5.55e+04  5.51e+04  5.40e+04  5.14e+04  4.96e+04  4.76e+04  4.49e+04
12)Emissivity for levels 5<-10 (g2p30003<-2sp40105) Wavelength 136.0510 (A)
  n_e	                       T_e  (eV) 
136.05        200       400       600       800      1200      1600      2000      2500
1.0e12	    2.05e+00  2.29e+00  2.60e+00  2.81e+00  3.01e+00  3.08e+00  3.04e+00  2.92e+00
3.0e12	    1.32e+01  1.38e+01  1.47e+01  1.53e+01  1.57e+01  1.57e+01  1.53e+01  1.44e+01
6.0e12	    3.79e+01  3.91e+01  4.08e+01  4.18e+01  4.22e+01  4.19e+01  4.07e+01  3.84e+01
1.0e13	    7.78e+01  7.97e+01  8.24e+01  8.37e+01  8.40e+01  8.31e+01  8.07e+01  7.61e+01
3.0e13	    3.31e+02  3.36e+02  3.41e+02  3.43e+02  3.39e+02  3.34e+02  3.24e+02  3.05e+02
6.0e13	    8.06e+02  8.13e+02  8.16e+02  8.12e+02  7.96e+02  7.82e+02  7.55e+02  7.11e+02
1.0e14	    1.54e+03  1.55e+03  1.54e+03  1.52e+03  1.48e+03  1.45e+03  1.40e+03  1.32e+03
3.0e14	    5.93e+03  5.93e+03  5.80e+03  5.67e+03  5.44e+03  5.30e+03  5.10e+03  4.78e+03
%*****************************
%*********PECsfexxi.
1)Emissivity for levels 1<-13 (g2p20200<-2sp30102) Wavelength 91.2742 (A)
  n_e	                       T_e  (eV) 
91.274        250       500       800      1200      1500      2000      
2500      3000
1.0e12	    2.43e+01  2.43e+01  2.29e+01  2.13e+01  2.04e+01  1.90e+01  
1.80e+01  1.73e+01
3.0e12	    7.80e+01  7.75e+01  7.28e+01  6.74e+01  6.43e+01  6.00e+01 
 5.68e+01  5.43e+01
6.0e12	    1.61e+02  1.60e+02  1.50e+02  1.39e+02  1.32e+02  1.24e+02 
 1.17e+02  1.12e+02
1.0e13	    2.73e+02  2.71e+02  2.54e+02  2.35e+02  2.24e+02  2.09e+02 
 1.98e+02  1.89e+02
3.0e13	    8.15e+02  8.09e+02  7.58e+02  7.03e+02  6.71e+02  6.26e+02 
 5.94e+02  5.69e+02
6.0e13	    1.59e+03  1.58e+03  1.48e+03  1.38e+03  1.31e+03  1.23e+03 
 1.16e+03  1.12e+03
1.0e14	    2.58e+03  2.56e+03  2.41e+03  2.24e+03  2.14e+03  2.00e+03 
 1.90e+03  1.82e+03
3.0e14	    7.32e+03  7.27e+03  6.84e+03  6.36e+03  6.08e+03  5.68e+03 
 5.39e+03  5.16e+03
2)Emissivity for levels 2<-13 (g2p20102<-2sp30102) Wavelength 97.8713 (A)
  n_e	                        T_e  (eV)
97.8713          250       500       800      1200      1500      2000
2500      3000
1.0e12	     6.16e+01  6.16e+01  5.80e+01  5.40e+01  5.15e+01  4.81e+01
4.57e+01  4.37e+01
3.0e12	     1.98e+02  1.96e+02  1.84e+02  1.71e+02  1.63e+02  1.52e+02
1.44e+02  1.38e+02
6.0e12	     4.09e+02  4.05e+02  3.80e+02  3.52e+02  3.36e+02  3.13e+02
2.96e+02  2.83e+02
1.0e13	     6.91e+02  6.85e+02  6.42e+02  5.95e+02  5.67e+02  5.29e+02
5.01e+02  4.79e+02
3.0e13	     2.06e+03  2.05e+03  1.92e+03  1.78e+03  1.70e+03  1.59e+03
1.50e+03  1.44e+03
6.0e13	     4.03e+03  4.00e+03  3.75e+03  3.48e+03  3.32e+03  3.10e+03
2.95e+03  2.82e+03
1.0e14	     6.54e+03  6.50e+03  6.10e+03  5.67e+03  5.41e+03  5.06e+03
4.80e+03  4.60e+03
3.0e14	     1.85e+04  1.84e+04  1.73e+04  1.61e+04  1.54e+04  1.44e+04
1.36e+04  1.31e+04
3)Emissivity for levels 4<-15 (g2p20004<-2sp30002) Wavelength 98.3826 (A)
  n_e	                       T_e  (eV) 
98.38     250       500       800      1200      1500      2000      
2500      3000
1.0e12	    0.00e+00  2.82e+00  3.02e+00  3.09e+00  3.07e+00  3.00e+00  
2.91e+00  2.82e+00
3.0e12	    1.38e+01  1.44e+01  1.43e+01  1.38e+01  1.35e+01  1.28e+01  
1.22e+01  1.17e+01
6.0e12	    4.18e+01  4.20e+01  4.05e+01  3.83e+01  3.68e+01  3.45e+01  
3.26e+01  3.10e+01
1.0e13	    9.42e+01  9.32e+01  8.84e+01  8.27e+01  7.89e+01  7.35e+01  
6.92e+01  6.55e+01
3.0e13	    5.30e+02  5.12e+02  4.77e+02  4.38e+02  4.15e+02  3.84e+02  
3.60e+02  3.40e+02
6.0e13	    1.51e+03  1.45e+03  1.34e+03  1.23e+03  1.16e+03  1.07e+03  
1.01e+03  9.51e+02
1.0e14	    3.17e+03  3.04e+03  2.80e+03  2.56e+03  2.42e+03  2.23e+03  
2.09e+03  1.98e+03
3.0e14	    1.36e+04  1.31e+04  1.20e+04  1.10e+04  1.04e+04  9.65e+03  
9.08e+03  8.63e+03
4)Emissivity for levels 3<-13 (g2p20104<-2sp30102) Wavelength 102.2240 (A)
  n_e	                        T_e  (eV)
102.224          250       500       800      1200      1500      2000
2500      3000
1.0e12	     1.27e+02  1.27e+02  1.20e+02  1.11e+02  1.06e+02  9.93e+01
9.42e+01  9.01e+01
3.0e12	     4.07e+02  4.05e+02  3.80e+02  3.52e+02  3.36e+02  3.13e+02
2.97e+02  2.84e+02
6.0e12	     8.43e+02  8.36e+02  7.84e+02  7.26e+02  6.92e+02  6.45e+02
6.11e+02  5.84e+02
1.0e13	     1.43e+03  1.41e+03  1.32e+03  1.23e+03  1.17e+03  1.09e+03
1.03e+03  9.88e+02
3.0e13	     4.26e+03  4.22e+03  3.96e+03  3.67e+03  3.50e+03  3.27e+03
3.10e+03  2.97e+03
6.0e13	     8.30e+03  8.24e+03  7.74e+03  7.18e+03  6.86e+03  6.40e+03
6.08e+03  5.82e+03
1.0e14	     1.35e+04  1.34e+04  1.26e+04  1.17e+04  1.12e+04  1.04e+04
9.90e+03  9.48e+03
3.0e14	     3.82e+04  3.80e+04  3.57e+04  3.32e+04  3.17e+04  2.96e+04
2.82e+04  2.70e+04
5)Emissivity for levels 1<-11 (g2p20200<-2sp30102) Wavelength 108.1220 (A)
  n_e	                       T_e  (eV) 
108.122        250       500       800      1200      1500      2000      
2500      3000
1.0e12	    1.31e+01  1.29e+01  1.23e+01  1.16e+01  1.11e+01  1.05e+01  
9.99e+00  9.61e+00
3.0e12	    4.01e+01  3.91e+01  3.71e+01  3.48e+01  3.35e+01  3.15e+01  
3.00e+01  2.88e+01
6.0e12	    8.23e+01  8.00e+01  7.56e+01  7.09e+01  6.81e+01  6.39e+01  
6.09e+01  5.84e+01
1.0e13	    1.40e+02  1.36e+02  1.28e+02  1.20e+02  1.15e+02  1.08e+02  
1.03e+02  9.87e+01
3.0e13	    4.26e+02  4.14e+02  3.91e+02  3.66e+02  3.52e+02  3.30e+02  
3.14e+02  3.01e+02
6.0e13	    8.30e+02  8.08e+02  7.65e+02  7.18e+02  6.89e+02  6.47e+02  
6.17e+02  5.92e+02
1.0e14	    1.34e+03  1.30e+03  1.24e+03  1.16e+03  1.12e+03  1.05e+03  
1.00e+03  9.61e+02
3.0e14	    3.68e+03  3.60e+03  3.42e+03  3.22e+03  3.09e+03  2.91e+03  
2.77e+03  2.66e+03
6)Emissivity for levels 4<-14 (g2p20004<-2sp30104) Wavelength 113.3480 (A)
  n_e	                        T_e  (eV)
113.348          250       500       800      1200      1500      2000
2500      3000
1.0e12	     1.18e+01  1.12e+01  1.03e+01  9.26e+00  8.62e+00  7.75e+00
7.11e+00  6.59e+00
3.0e12	     6.67e+01  6.39e+01  5.87e+01  5.30e+01  4.96e+01  4.50e+01
4.16e+01  3.89e+01
